gesture,person,trial,uwb_distance_mean,uwb_distance_std,uwb_distance_min,uwb_distance_max,uwb_distance_energy,uwb_distance_slope,uwb_direction_changes
push,sai,16_aug4,52.740994182639554,20.446856884449357,11.548279259921323,91.75519185232368,875677.1604132783,-22.225819543542617,123.39556375165918
push,sai,18_aug4,50.43005991172409,18.727566957548465,6.778202579918295,118.59564101387842,622831.5918638939,-7.074324692591583,105.67493992771523
push,sai,19_aug4,64.81343189277197,18.398655157670728,38.05818145022199,176.52716900877977,1117542.763919172,1.6503814533440657,129.73944010879586
push,sai,21_aug4,63.1768449070497,20.35717287257922,-0.5754085416300841,153.40642160289417,578371.5574425376,13.776696710850713,61.438942505430205
push,sai,22_aug4,66.8750383279187,20.202874413253294,38.14449029424007,143.1705410921068,1260676.930864079,8.564260733166847,126.59708528131912
push,sai,24_aug4,51.82402648948154,15.255797077998187,27.58702362338485,97.27247691081172,763759.967266979,-13.50350059524702,121.33773435928693
push,sai,25_aug4,56.722109696601926,18.925501530987706,23.81936491500124,121.4178063832221,847613.0196191432,-5.602122208792883,118.6357256860409
push,sai,26_aug4,51.69038541735691,-0.10705998490226921,49.72211689537249,49.32847968564993,54041.961073138606,-1.7248775034902695,0.14719218436472448
t_arm,akshat,1_aug4,131.58044407769742,55.057007258937496,34.82254278273073,260.0117427130207,3063690.54812474,69.13547754257156,65.35770430002421
t_arm,akshat,2_aug4,132.5100333000044,54.91951797831615,35.015931518354535,268.6721320499633,3079538.9499253095,98.16459083204839,61.54390109651924
t_arm,akshat,3_aug4,132.56500171044087,51.24352887843077,52.19732276356557,248.15301575513803,2987129.7569561717,119.57784029564135,57.918754015112235
t_arm,akshat,4_aug4,124.28070840084682,46.7235185820867,39.53216791738892,250.31104630469494,2659140.232248622,68.06828463378416,65.6036147603593
t_arm,akshat,5_aug4,127.26941798714552,49.81986750178637,16.59982473721041,219.88802965540202,2854720.419794712,88.66637194025758,80.35591986911457
t_arm,akshat,6_aug4,114.39534696644671,46.14446360549411,42.43277180119328,208.09677579079676,2328343.879583807,98.37442515785763,74.26553578833483
t_arm,akshat,7_aug4,121.36074353988562,59.903485864750174,38.19684984040459,272.33544860831404,2697772.4605350164,133.5190073582864,67.6956480512086
t_arm,akshat,8_aug4,118.94199403953478,55.13346352163902,40.62411779028961,284.76042215704587,2439729.8058314733,108.94048461472028,49.54236834289365
t_arm,akshat,9_aug4,118.50228157177764,57.70554814050594,38.59856566614848,302.98290674995604,2585345.27515455,96.18388522667547,65.98590733129355
t_arm,akshat,10_aug4,116.48749167263318,58.25497910672444,33.354536557689094,277.2418736441938,2558208.2172278953,100.6212233390864,70.59422486215689
t_arm,akshat,11_aug4,141.76307699553954,56.6761260689678,39.793776423242946,282.6389982351004,3487360.648435227,53.736378181340626,78.45607564024941
t_arm,akshat,12_aug4,117.78193023981973,64.67097227659748,30.037360923157905,290.0551313389311,2529695.231752191,143.29960951144753,67.67900233392382
t_arm,akshat,13_aug4,111.78965796083803,53.5501373580234,31.982002671180183,188.05120381504256,2253272.325652428,118.08130934655274,72.94700860795699
t_arm,akshat,14_aug4,114.33997954873216,56.82796757181403,38.45171848429075,306.43948880276923,2430022.4374477244,105.47103384469321,62.17310065496988
t_arm,akshat,15_aug4,128.65596212559277,57.29197515752708,34.883460598057844,270.73596829025786,2994202.939766713,105.36674845206116,61.25730431679165
t_arm,akshat,16_aug4,114.69255741496332,52.376683966366805,37.08172006376812,248.87122390009523,2467330.5068842736,90.99180436887715,68.08751499521203
t_arm,akshat,17_aug4,121.07067927975079,57.39141564347695,31.923642177644105,254.0443451347049,2681473.545996269,89.40139555389867,66.14947754502063
t_arm,akshat,18_aug4,110.49502879823272,54.919643267855236,30.741930817739068,228.57312554223333,2305934.4636730854,113.20859437388718,55.745348165022975
t_arm,akshat,19_aug4,97.84096487960343,44.14439113023023,30.734041168863516,188.8777186945019,1930692.4553428108,105.00410945961934,68.42149825411454
t_arm,akshat,20_aug4,116.42650392789986,54.72059113232222,33.985881562570476,237.9649383650472,2392500.3957433673,95.75973634365754,66.10866917282404
two_arm_boxing,akshat,1_aug4,39.92549413544673,21.82213006785616,3.1821721453638716,95.8239105174477,338901.41636705183,27.729092398926646,53.14161070715022
two_arm_boxing,akshat,2_aug4,42.72315477401343,16.01176002869828,6.445469930636615,77.27385811281144,314100.6382213831,24.735266480898403,49.989813348475906
two_arm_boxing,akshat,3_aug4,46.753169777759744,19.198758010762976,16.079278138273025,108.3169266308267,419565.59956165496,33.029607227961165,66.63352186420487
two_arm_boxing,akshat,4_aug4,52.81014754040102,21.72392630720763,15.197793261281186,114.28993239487443,462874.88109173125,-4.376059038652199,66.27942152569342
two_arm_boxing,akshat,5_aug4,51.7765652579353,21.212572769038683,14.29535386110449,90.73634878405059,485739.34126005747,48.628397175698545,72.70803034971759
two_arm_boxing,akshat,6_aug4,41.66027083991986,20.947983303548558,8.08909595076603,118.90022294919982,296276.7095305492,23.702043557940176,57.71402433515346
two_arm_boxing,akshat,7_aug4,42.30281171868021,20.302411606856662,3.65597333451804,101.46245425722313,259009.19710216857,53.3222399134574,55.93163172975161
two_arm_boxing,akshat,8_aug4,47.39392463115957,18.236402080401025,5.334904309121112,85.91163456546839,403451.41752184293,21.361960778594213,69.28376952765556
two_arm_boxing,akshat,9_aug4,40.95051416738875,17.17872735227646,13.547578193984162,82.74563556838973,376225.01364659984,16.622849575329436,68.62585019085874
two_arm_boxing,akshat,10_aug4,47.864839603466606,17.58244898960737,8.101107258159557,83.08433204220994,359829.3990158268,33.67648088376591,68.28911600605934
two_arm_boxing,akshat,11_aug4,46.630730669706075,19.835416062391083,7.770069595862629,93.67680192784886,381501.7277930766,-25.66808922055845,67.87461627253595
two_arm_boxing,akshat,12_aug4,45.759586149856275,21.34431462530845,11.120421556421018,113.51005295767564,352337.4565313046,22.733968848579366,67.22464504711411
two_arm_boxing,akshat,13_aug4,45.378397196488194,22.821951954811663,8.482323518034153,114.71484918701995,423759.0525860338,15.686791070962519,68.16220367800376
two_arm_boxing,akshat,14_aug4,50.66105877946645,22.091368680155664,11.431248158990632,115.29679470863046,484574.70646199305,-1.9562367550626099,72.79278394671911
two_arm_boxing,akshat,15_aug4,38.98365557103664,18.51562458333759,1.7244218156208369,86.48762376460144,274970.3900045136,-44.89452340437017,62.45319048653758
two_arm_boxing,akshat,16_aug4,56.48075577855361,20.47186748579379,16.448368948659244,102.94203234614106,470607.42307071626,34.36491161859089,65.32603793461615
two_arm_boxing,akshat,17_aug4,50.381981007935785,24.157181997532476,12.392963742390025,113.5148018767251,418601.4700823057,35.20810894042195,71.07584667825297
two_arm_boxing,akshat,18_aug4,55.39809608895641,25.698071584815672,5.021837796066854,112.73116908327584,454879.1342295372,62.83310202837971,58.75281718801032
two_arm_boxing,akshat,19_aug4,48.90367361481208,22.852836183769313,0.6893483049874924,97.53380193948112,402087.88617520034,9.949972812531191,63.403121035980476
two_arm_boxing,akshat,20_aug4,56.347162856500574,26.585343613201488,18.361252035304272,115.49430021755698,574103.0246311037,44.7308436667305,60.2809711204273
